Unnamed: 0,Species,NCBI Taxon ID,Order,Family,Genus,envelope,circular,double_stranded,rna,segmented,positive_sense,negative_sense,size,gc,genes,budding,lysis,release_other,cytoplasm,CE_clathrin,CE_receptor,CE_glycoproteins,CE_other
242,Avian leukosis virus,11864,Ortervirales,Retroviridae,Alpharetrovirus,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7489.0,53.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
568,Rous sarcoma virus,11886,Ortervirales,Retroviridae,Alpharetrovirus,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9392.0,54.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1924,Avian endogenous virus,11945,Ortervirales,Retroviridae,Alpharetrovirus,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1565,Avian retrovirus,11955,Ortervirales,Retroviridae,Alpharetrovirus,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1926,Avian myeloblastosis-associated virus,11960,Ortervirales,Retroviridae,Alpharetrovirus,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
438,Lymphoproliferative disease virus,11961,Ortervirales,Retroviridae,Alpharetrovirus,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7432.0,53.5,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1354,Norwalk virus,11983,Picornavirales,Caliciviridae,Norovirus,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1087,Foot-and-mouth disease virus,12110,Picornavirales,Picornaviridae,Aphthovirus,0.0,0.0,0.0,1.0,,1.0,0.0,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
263,Duck hepatitis B virus,12639,Blubervirales,Hepadnaviridae,Avihepadnavirus,1.0,1.0,1.0,0.0,,0.0,0.0,3024.0,43.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
339,Porcine epidemic diarrhea virus,28295,Nidovirales,Coronaviridae,Alphacoronavirus,1.0,0.0,0.0,1.0,0.0,1.0,0.0,28033.0,42.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1918,Heron hepatitis B virus,28300,Blubervirales,Hepadnaviridae,Avihepadnavirus,1.0,1.0,1.0,0.0,,0.0,0.0,3027.0,45.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
326,Rotavirus A,28875,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,18562.0,33.5,12.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
307,Lavender waxbill polyomavirus,36362,Sepolyvirales,Polyomaviridae,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1927,IC4 retrovirus,36381,Ortervirales,Retroviridae,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,Avian orthoreovirus,38170,Reovirales,Spinareoviridae,Orthoreovirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,23593.0,48.5,12.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1544,Gallid herpesvirus,39566,Herpesvirales,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0
287,Java sparrow circovirus,39725,Cirlivirales,Circoviridae,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
207,Umatilla virus,40060,Reovirales,Sedoreoviridae,Orbivirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,19402.0,41.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1692,Birnavirus sp.,41996,,Birnaviridae,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
428,Canarypox virus,44088,Chitovirales,Poxviridae,Avipoxvirus,1.0,0.0,1.0,0.0,,0.0,0.0,359853.0,30.5,328.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1758,Fort Morgan virus,48544,Martellivirales,Togaviridae,Alphavirus,1.0,0.0,0.0,1.0,0.0,1.0,0.0,11381.0,48.5,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1925,MLV-related retrovirus,53454,Ortervirales,Retroviridae,Gammaretrovirus,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1121,Mayaro virus,59301,Martellivirales,Togaviridae,Alphavirus,1.0,0.0,0.0,1.0,0.0,1.0,0.0,11411.0,50.5,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
362,Torque teno virus,68887,,Anelloviridae,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3649.0,49.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
271,Turkey astrovirus,70793,Stellavirales,Astroviridae,Avastrovirus,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7003.0,43.5,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
331,Tremovirus A,70796,Picornavirales,Picornaviridae,Tremovirus,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1545,Aichivirus A,72149,Picornavirales,Picornaviridae,Kobuvirus,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1921,Lyssavirus australis,90961,Mononegavirales,Rhabdoviridae,Lyssavirus,1.0,0.0,0.0,1.0,,0.0,1.0,11822.0,44.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
262,Avian endogenous retrovirus EAV-HP,93465,Ortervirales,Retroviridae,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4302.0,53.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
539,Anatid alphaherpesvirus 1,104388,Herpesvirales,Orthoherpesviridae,Mardivirus,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1494,Human mastadenovirus F,130309,Rowavirales,Adenoviridae,Mastadenovirus,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34214.0,51.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
309,Duck atadenovirus A,130328,Rowavirales,Adenoviridae,Atadenovirus,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33213.0,43.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
301,Yellow-fronted canary circovirus,142661,Cirlivirales,Circoviridae,Circovirus,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1886,Fowl adenovirus 12,172858,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
223,Rotavirus F,183405,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,18341.0,34.5,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
224,Rotavirus G,183407,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,18186.0,35.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
283,Fowl aviadenovirus A,190061,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43804.0,54.5,31.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
225,Fowl aviadenovirus B,190062,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45781.0,56.5,39.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
241,Fowl aviadenovirus C,190063,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45667.0,54.5,46.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
278,Fowl aviadenovirus D,190064,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45063.0,54.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
117,Fowl aviadenovirus E,190065,Rowavirales,Adenoviridae,Aviadenovirus,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43810.0,58.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1422,Etapapillomavirus 1,197771,Zurhausenvirales,Papillomaviridae,Etapapillomavirus,0.0,1.0,1.0,0.0,,0.0,0.0,7729.0,47.5,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
265,Thetapapillomavirus 1,197772,Zurhausenvirales,Papillomaviridae,Thetapapillomavirus,0.0,1.0,1.0,0.0,,0.0,0.0,7304.0,49.5,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1908,Passerid herpesvirus 1,199702,Herpesvirales,Orthoherpesviridae,Iltovirus,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1920,Vultur gryphus poxvirus,227305,Chitovirales,Poxviridae,Avipoxvirus,1.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1919,Hawaiian goose poxvirus,228177,Chitovirales,Poxviridae,Avipoxvirus,1.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1906,Chicken enteric coronavirus,229103,Nidovirales,Coronaviridae,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1192,Psittacid herpesvirus 3,240876,Herpesvirales,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0
1916,Avipoxvirus isolate DD1258,263954,Chitovirales,Poxviridae,Avipoxvirus,1.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1917,Avipoxvirus isolate APIII,263959,Chitovirales,Poxviridae,Avipoxvirus,1.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
105,Adeno-associated virus,272636,Piccovirales,Parvoviridae,Dependoparvovirus,0.0,0.0,1.0,0.0,,0.0,0.0,4857.0,51.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1914,Vulture herpesvirus,285986,Herpesvirales,Orthoherpesviridae,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1432,Hepatitis E virus,291484,Hepelivirales,Hepeviridae,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
328,Turkey siadenovirus A,298333,Rowavirales,Adenoviridae,Siadenovirus,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1913,Turkey astrovirus 3,298903,Stellavirales,Astroviridae,Avastrovirus,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
244,Rotavirus D,335100,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,18500.0,33.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
172,Turkeypox virus,336486,Chitovirales,Poxviridae,Avipoxvirus,1.0,0.0,1.0,0.0,,0.0,0.0,188534.0,30.0,171.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
508,Chicken astrovirus,336959,Stellavirales,Astroviridae,Avastrovirus,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6927.0,46.5,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
303,Common starling circovirus,349370,Cirlivirales,Circoviridae,Circovirus,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
315,Duck hepatitis virus 3,352474,Stellavirales,Astroviridae,Avastrovirus,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1909,Parrot coronavirus AV71/99,352849,Nidovirales,Coronaviridae,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1910,Virginian WCV avipoxvirus,365612,Chitovirales,Poxviridae,Avipoxvirus,1.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1915,Avipoxvirus GB,365613,Chitovirales,Poxviridae,Avipoxvirus,1.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1903,Avipoxvirus CVL,365620,Chitovirales,Poxviridae,Avipoxvirus,1.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1907,Avipoxvirus Peekham,365621,Chitovirales,Poxviridae,Avipoxvirus,1.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1899,Corvus corone cornix 2002 orthoreovirus,381199,Reovirales,Spinareoviridae,Orthoreovirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1634,Small anellovirus,393049,,Anelloviridae,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
93,Quailpox virus,400570,Chitovirales,Poxviridae,Avipoxvirus,1.0,0.0,1.0,0.0,,0.0,0.0,581.0,33.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1904,Avipoxvirus isolate Vienna,405092,Chitovirales,Poxviridae,Avipoxvirus,1.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1902,Avipoxvirus PA153/05,408592,Chitovirales,Poxviridae,Avipoxvirus,1.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1911,Aplomado falcon AAV1,416277,Piccovirales,Parvoviridae,Dependoparvovirus,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1912,Aplomado falcon AAV2,416278,Piccovirales,Parvoviridae,Dependoparvovirus,0.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1905,Quail coronavirus Italy/Elvia/2005,431320,Nidovirales,Coronaviridae,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1901,Plum headed parakeet adenovirus 1,461346,Rowavirales,Adenoviridae,Siadenovirus,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1593,Avipoxvirus isolate Hawaii,462818,Chitovirales,Poxviridae,Avipoxvirus,1.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1841,Duck hepatitis virus AP,464094,Picornavirales,Picornaviridae,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1892,Avipoxvirus isolate 1739/2006,468376,Chitovirales,Poxviridae,Avipoxvirus,1.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1893,Avipoxvirus isolate 2634/1998,468377,Chitovirales,Poxviridae,Avipoxvirus,1.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1895,Avipoxvirus isolate PM33/2007,468378,Chitovirales,Poxviridae,Avipoxvirus,1.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1896,Avipoxvirus isolate PM34/2007,468379,Chitovirales,Poxviridae,Avipoxvirus,1.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1894,Avipoxvirus isolate PM9/2007,468380,Chitovirales,Poxviridae,Avipoxvirus,1.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1900,Avipoxvirus blackcap/CZE/2007,469620,Chitovirales,Poxviridae,Avipoxvirus,1.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1898,Psittacine orthoreovirus AGPReo1983,489824,Reovirales,Spinareoviridae,Orthoreovirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1897,Flamingopox virus,503979,Chitovirales,Poxviridae,Avipoxvirus,1.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1889,Ostrich orthoreovirus Ost1,524890,Reovirales,Spinareoviridae,Orthoreovirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1888,Chicken astrovirus 2,544801,Stellavirales,Astroviridae,Avastrovirus,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1890,Avipoxvirus Berthelot's pipit/Porto Santo/V5PO/2006,565243,Chitovirales,Poxviridae,Avipoxvirus,1.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1891,Avipoxvirus Berthelot's pipit/Tenerife/blue titpox/2006,565244,Chitovirales,Poxviridae,Avipoxvirus,1.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1887,Avipoxvirus wood pigeon/ER-2008/CZE,569163,Chitovirales,Poxviridae,Avipoxvirus,1.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1839,Avipoxvirus great tit/ER-2008/CZE,569164,Chitovirales,Poxviridae,Avipoxvirus,1.0,0.0,1.0,0.0,,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
250,Thrush coronavirus HKU12-600,572290,Nidovirales,Coronaviridae,Deltacoronavirus,1.0,0.0,0.0,1.0,0.0,1.0,0.0,26396.0,38.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
112,Bulbul coronavirus HKU11,574549,Nidovirales,Coronaviridae,Deltacoronavirus,1.0,0.0,0.0,1.0,0.0,1.0,0.0,26487.0,38.5,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1691,Fregata magnificens herpesvirus,576892,Herpesvirales,Orthoherpesviridae,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1327,Budgerigar adenovirus 1,608831,Rowavirales,Adenoviridae,Siadenovirus,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1846,Avian rotavirus turkey/Minnesota/B1001/2008,639242,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1847,Avian rotavirus turkey/Minnesota/B1002/2008,639243,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1848,Avian rotavirus turkey/Minnesota/B1003/2008,639244,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1849,Avian rotavirus turkey/Minnesota/B1004/2008,639245,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1850,Avian rotavirus turkey/Minnesota/B1006/2008,639246,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1851,Avian rotavirus turkey/Minnesota/B1009/2008,639247,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1852,Avian rotavirus turkey/Minnesota/B1010/2008,639248,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1853,Avian rotavirus turkey/Minnesota/B1012/2008,639249,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1854,Avian rotavirus turkey/Minnesota/B1013/2008,639250,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1855,Avian rotavirus turkey/Minnesota/B1014/2008,639251,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1856,Avian rotavirus turkey/Minnesota/B1015/2008,639252,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1857,Avian rotavirus turkey/Minnesota/B1016/2008,639253,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1858,Avian rotavirus turkey/Minnesota/B1017/2008,639254,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1859,Avian rotavirus turkey/Minnesota/B1019/2008,639255,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1860,Avian rotavirus turkey/Minnesota/B1020/2008,639256,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1861,Avian rotavirus turkey/Minnesota/B1021/2008,639257,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1862,Avian rotavirus turkey/Minnesota/B1023/2008,639258,Reovirales,Sedoreoviridae,Rotavirus,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
